etat,marque,annee,boite_vitesse,adresse,prix,image_link-src
D'occasion,Renault,2018,Automatique,Hann Bel-Air,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9af68965c23f62a8fa541c0c71ff4bff/-/horizon-files-prod/ed/picture/q0gwq20z/d6010eebdec3b4b5929a81e70ffaaa42a8b1b26b.jpg
Venant,Nissan,2018,Automatique,Point-e,9300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/18659ab9aa37476242425476defbed61/-/horizon-files-prod/ed/picture/qpdmdpx4/83a0c6393115e0cf92fc3f105bd4e0eac2b52754.jpg
Venant,Ford,2017,Automatique,VDN,5900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8574b6f2e62cc045d7339458efbcf7ac/-/horizon-files-prod/ed/picture/qngp9edx/da2f9aa2a4264aab6fd78feed1e094a13d237cee.jpg
D'occasion,Kia,2016,Automatique,Hann maristes,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a4e653e406c68283a7166b82b88361b0/-/horizon-files-prod/ed/picture/qde79gxg/afc6db96ab2ffbf51311a5af15d8644031afe12b.jpg
D'occasion,Jaguar,2017,Automatique,Hann maristes,12000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f41caa0fd6163d09eff0c9d8824ba8d4/-/horizon-files-prod/ed/picture/q6xdqjgv/9a038cc5189bb9c31edefaf9059b6aea5d0d94ed.jpg
D'occasion,Citroen,2022,Automatique,Hann Bel-Air,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49b7f429534773c6252f1ac14a29b1c4/-/horizon-files-prod/ed/picture/qxjpp402/f1e30a797691628d7fe22f8438f0cdf001eb1f11.png
D'occasion,Citroen,2018,Manuelle,Hann Bel-Air,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e748fc99dcebdd8d19caff7e216da22f/-/horizon-files-prod/ed/picture/qq422p0p/1f255589ad3866e9693d1d0ecde0abdf3af7c30d.png
Venant,Hyundai,2017,Automatique,Sacré-cœur,6700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3725b52f6c8b3de7157f818610870e96/-/horizon-files-prod/ed/picture/qngp968z/5cb35ca88b3b9592c7521087a83534b4dfb4615e.jpg
Venant,Hyundai,2017,Automatique,Liberte 6,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cedc296fa66ecf3d8f5f7971db6b6bc2/-/horizon-files-prod/ed/picture/qde79v40/6c3032d28988bfedf98dd5de962768df30f90025.jpg
D'occasion,BMW,2017,Automatique,Grand-Dakar,18000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a8c24096dbaa3c82fea7a42eaef4495/-/horizon-files-prod/ed/picture/q0gwv82m/e6760613b05f98606e6773ae1efbf0736e4d7ca5.jpg
Neuf,Jeep,2023,Non spécifié,Ouest foire,35000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3927f643134f49f5210c988e64ddd27e/-/horizon-files-prod/ed/picture/qm5gdw49/f26f13252f34d7319523c038ea4dfd04f146c27a.jpg
D'occasion,Ford,2015,Automatique,Hann maristes,4199998.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/237ac222cdcdb2cc3a4e85975fda7bc3/-/horizon-files-prod/ed/picture/qrz8nqzg/62e0ee59d5ef54528168533b13d2474e39fe959c.jpg
D'occasion,Renault,2016,Automatique,Hann maristes,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6434963b7925669054c5498643283572/-/horizon-files-prod/ed/picture/q8v4p5vx/931f3d0647bb05c4cbd6716413fb2a1e69f371e4.jpg
D'occasion,Hyundai,2012,Automatique,Sacré-cœur,2500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/17ca53f74776d3bf486da1871e743fce/-/horizon-files-prod/ed/picture/q2jjvmje/5bef5b5d6ad87cdc22e93814b2a0c397b937046a.jpg
D'occasion,Kia,2014,Automatique,VDN,5100000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/77c8a9444467bf490f0db20354fd8ae2/-/horizon-files-prod/ed/picture/qzvpzpqg/243e91ec0d0a48429083029e3fdecc5ebc6e8980.jpg
D'occasion,Chevrolet,2016,Automatique,Sacré-cœur,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d88fa57594a8e361360c50b48d30d191/-/horizon-files-prod/ed/picture/qq42zdgv/c30919f09e5253b97e41b4a0be538b70ede76183.jpg
Réconditionné,Ford,2017,Automatique,Cité keur gorgui,5700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4818e4955f0bf903bea3ea61611958d/-/horizon-files-prod/ed/picture/qxjpgjd8/2eb27f5534cdb68e09b9ec70bacef5b1444a7941.jpg
D'occasion,Hyundai,2015,Automatique,Thiès,5300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf7b03238920f3f7335f2a8460cfac9e/-/horizon-files-prod/ed/picture/qkr8pe62/110cef9dd71ef35816c422f7c48dece16c652d87.jpg
D'occasion,Mercedes-Benz,2008,Automatique,Dieuppeul,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd06831074116862e78305636539bf99/-/horizon-files-prod/ed/picture/q44n0vez/590c7f73809b06106aa31cb8feefe188d22ac9e1.jpg
Venant,Hyundai,2016,Automatique,Thiès,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2f11c531c2e50b76fb8fd39d9e76aae/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/q78wpkjm/67b3332d80bc5c9a5a268668a86b6d8a20398949.jpg
Venant,Hyundai,2017,Automatique,VDN,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed9f762b54696ed08b201f93a259656c/-/horizon-files-prod/ed/picture/qgqw450q/468faaf989c1ced52d284182a9095f58661590f9.jpg
Venant,Nissan,2019,Automatique,Hlm,11800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/058049b090703a362a6e0a2370e37cfa/-/horizon-files-prod/ed/picture/qrz8622n/0587178b8a765dba16dbeef0646e5c9512a49cd6.jpg
Venant,Kia,2017,Automatique,VDN,9700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48bcc75c772e0a0562ba3053591124a5/-/horizon-files-prod/ed/picture/qm5gvmxr/02f397f63f6c9e23c6329acb2998b9f06a8df952.jpg
Venant,Kia,2016,Automatique,Mermoz,7500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/074faeff74fdbef2872ec6ac6e295839/-/horizon-files-prod/ed/picture/qv4werqm/4709d419916024679bf3489c7956d03ce6ca75e3.jpg
Venant,Jeep,2018,Automatique,Diamniadio,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/506367edc7cf9017081b4d9fb77cd601/-/horizon-files-prod/ed/picture/q78wxw5x/73f4179595e527292fcb3b05c2acdb5e1eaa2660.jpg
D'occasion,Citroen,2022,Manuelle,Hann Bel-Air,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d99484e9133541d1690813d90ba90a78/-/horizon-files-prod/ed/picture/qenvvg4j/45f34f0d0a74662f6fbd4a8df986ea8d579bce73.png
D'occasion,Ford,2016,Automatique,Sicap Liberté,16000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e650e356f55983780ee89a62dbe2da9/-/horizon-files-prod/ed/picture/qzvpr8gq/233529dada1533051e911ddde5a92ce5ea93d1b1.jpg
D'occasion,Ford,2014,Automatique,Sacré-cœur,4500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/90015ac96662cecfd8695ce4e297b659/-/horizon-files-prod/ed/picture/qkr86p2w/ec4af3b7430b9c9564192a7d984daf79064f218e.jpg
Venant,Hyundai,2018,Automatique,Sacré-cœur,9000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49f41fe36cb57a7f71ce7385bb116512/-/horizon-files-prod/ed/picture/q44nrrqp/05fcac437894f89430fb3e1bc3e3ca9c6845a6d8.jpg
D'occasion,Peugeot,2012,Manuelle,Pikine,3700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d35295417fc9cdf0811b019f8d63a2b1/-/horizon-files-prod/ed/picture/q78wxx4d/bb8dd0e12d26f6502fd895e07f4698f94ec5816b.jpg
Venant,Toyota,2017,Automatique,Plateau,12000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dde4db433939ea9079798db35b2946eb/-/horizon-files-prod/ed/picture/qwepnk8m/fdb0cc9f67fd81334990386eb3719e65f26548a7.jpg
Venant,Nissan,2017,Automatique,Mermoz,10450000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d20ce155e9380c891ea165e6bf5dbfa5/-/horizon-files-prod/ed/picture/q6xdxez6/0376de02f119573e7e2aebaaf39bc9f6729cc1fb.jpg
D'occasion,Mitsubishi,2022,Automatique,Hann Bel-Air,23500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2833814c2107c30bb7f0c05a15f2d30/-/horizon-files-prod/ed/picture/qv4w964w/a8a41f6e95860a0e4508234f2c4a2b6ba454cfbc.png
D'occasion,Chevrolet,2011,Automatique,Almadies,2100000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e0563bcfe707ec9b7e55015a765590e6/-/horizon-files-prod/ed/picture/q2j07vkq/9b662993fd1d916d952fa02cee8008d55a25f74a.jpg
D'occasion,Renault,2016,Automatique,Pikine,7300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85d55ca2fa2d5d307b837fadd31e6348/-/horizon-files-prod/ed/picture/qq42w047/a38dd6e3979cc1c9c22f68c5934abff48bdcf018.jpg
D'occasion,Peugeot,2015,Manuelle,Mermoz,4500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/afc480f88aaa9dbd998386412c13ab25/-/horizon-files-prod/ed/picture/qpdmnr6m/94086d15045765e56250751e8a0a7f0d64132bd3.jpg
D'occasion,Kia,2014,Automatique,Yoff,6600000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b0862e2cda35e3ddbf903fb9d75be28/-/horizon-files-prod/ed/picture/qpd67xq2/10607ab0d71df566ca22779a0ea4aa21ae8f5140.jpg
Venant,Mercedes-Benz,2017,Automatique,Almadies,12500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8edac70a7d5958af678bc47c5cf57c79/-/horizon-files-prod/ed/picture/qq425dqp/3ca685b0ab30ad480ebac396b717dff5520dc3d3.jpg
D'occasion,Ford,2017,Automatique,Ouest foire,16900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7114745d96a518f972921e4035aeca06/-/horizon-files-prod/ed/picture/q78w05q8/930ea9592ad4e7686745ef68e1bd6983591adc22.jpg
Venant,Volkswagen,2018,Automatique,Sacré-cœur,15000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cdb773a99c93115b29fa3bd25b27ca39/-/horizon-files-prod/ed/picture/qzvpzxr6/3c14653c73725eade16c7b91da998feafa48a550.jpg
Neuf,Nissan,2016,Automatique,Guediawaye,7000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85676c71408c865afd322c90976b630f/-/horizon-files-prod/ed/picture/qq42wegv/3d35443feadf1e7bb9e3ed9c9b1a049cb6298043.jpg
Venant,Mitsubishi,2016,Automatique,Guediawaye,8600000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8d10c95507de659c4a625f216fd7b16/-/horizon-files-prod/ed/picture/qenvxvrd/57f3ff6f6f5a5b8aca2fe48a51b1ace4df776ca1.jpg
D'occasion,Jeep,2015,Automatique,Ouest foire,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea09f9344a9f283cbc12253799471e73/-/horizon-files-prod/ed/picture/qxjpkp9m/8a1cdaa5405fed554bfb1b0ed7f69641e9680885.jpg
D'occasion,Kia,2017,Automatique,VDN,12000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a91ffec4c30fae6fcdca09fdf33abc99/-/horizon-files-prod/ed/picture/qkr86gjj/1c6bfe3c6322a8cceb4bd5e08f34a2b3c99975df.jpg
D'occasion,Jeep,2016,Automatique,VDN,16000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/42d5b2615ff3167387b3200205e2f5e5/-/horizon-files-prod/ed/picture/q44n0xzm/820d941182fa1edeadf57a3154b12b235a36a4f2.jpg
Venant,Renault,2016,Manuelle,Guinaw rail,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d8680ae7a9ceffaca32b168a16689c6/-/horizon-files-prod/ed/picture/q9mjr6nv/a7756f7fdc9e2b4a54822e5eb9594984f5211df3.jpg
Venant,Hyundai,2017,Automatique,Almadies,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c9c0f7410aa7fb3d93868ce13bd066e3/-/horizon-files-prod/ed/picture/qv4wkg8g/085f7e9b38fb7132d81f3b0aa0a10c47d85452d0.jpg
Venant,Toyota,2019,Automatique,Pikine,22000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e7237082ce2b535253dcf1bd8a6c3bc2/-/horizon-files-prod/ed/picture/q0g799vk/0362b6d597287b24e001dbe539ab8da6edd01456.jpg
Venant,BMW,2015,Automatique,Pikine,16000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2bc9d7bb86d501fae7a82be4903889b9/-/horizon-files-prod/ed/picture/q2j0ww9e/be5baf63b198ad15438ef9f6503f228cec732eea.jpg
D'occasion,Ford,2014,Automatique,Cité Damel,4700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/47c688da8338e6f6874b3748b23ac4db/-/horizon-files-prod/ed/picture/q2j0w50v/cd17b0e8fe8bde173b754f28950f72e501eb055d.jpg
Venant,Peugeot,2016,Manuelle,Keur Massar,6350000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4faedd0de923e686d44676e97d86c47a/-/horizon-files-prod/ed/picture/qgqwmeq0/9d5910386f1ae1c8a0b98850414e4cc7342a9144.jpg
Neuf,Hyundai,2016,Non spécifié,Sud foire,7500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a25b609d58d487707e9b56721837283e/-/horizon-files-prod/ed/picture/qrz8vdvq/e212a124364271dc6de0294c52a63bfadc17a674.jpg
Venant,BMW,2020,Automatique,Ouest foire,39000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e01439ca9730f1198a051dd0a0de2f3/-/horizon-files-prod/ed/picture/q2j0w5x8/6de6b285995a38112418e10b9034ca943cb050d2.jpg
D'occasion,Ford,2015,Automatique,Avenue Bourguiba,3650000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/81581046bfcd5f0b747c3fb71a1e03e9/-/horizon-files-prod/ed/picture/qv4wgxmg/2de82f8fb62d53b2d8f45860400aab455e85854b.jpg
Venant,Jeep,2015,Automatique,Amitié,6900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08751c4c0bf5117b80567af77d13c9cf/-/horizon-files-prod/ed/picture/qde7047j/81d833e838576eeeada6cc40bf00b4880d6b6735.jpg
Venant,Ford,2015,Automatique,Ouest foire,5650000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b63adfa5f6dbe2d34fdcedd374bd5815/-/horizon-files-prod/ed/picture/q44n6qnv/6c2a28bb4bc8b7230e7c07d80968575834ea8860.jpg
Venant,Peugeot,2016,Manuelle,Point-e,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f79ffdab5deee2da4506ec8752586159/-/horizon-files-prod/ed/picture/qgqwdjm2/cc31df10c05632125534087a231f79c068f37eee.jpg
Venant,Peugeot,2017,Manuelle,Point-e,6600000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/61f18cc89a4a4fbe5bf8a6d6dd462e11/-/horizon-files-prod/ed/picture/qrz8v0j5/2575f29a8321f909c60c3795b1bdb228ea54996c.jpg
Venant,Peugeot,2016,Manuelle,Point-e,6500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a2ddb2404880aa3aa43a36629a755c44/-/horizon-files-prod/ed/picture/q8v5jwez/abd23be16b212163be13f609db20c44f567c4eca.jpg
Venant,Hyundai,2016,Automatique,Cité Damel,10800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d22029bce1f5794b4b4a65dc8ef4cb4b/-/horizon-files-prod/ed/picture/qxjpkeg0/3f60d27b4a0847b2d7af75272a364af566cc120b.jpg
Venant,Peugeot,2018,Automatique,Parcelles Assainies,12800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8aa4140e1aee651282c5c2d6c6bed3bc/-/horizon-files-prod/ed/picture/qkr87jgp/ef1dc05b55b10a7101baf174dac090589f674a30.jpg
D'occasion,Kia,2011,Automatique,Liberte 6,4900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/873b834a2fcd941f01c43136867639cc/-/horizon-files-prod/ed/picture/q9mjnxk0/8b41a9c2628ae77ead432c2935b29cf922c0dd0e.jpg
Venant,Mercedes-Benz,2017,Automatique,Liberte 6,35000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce0a3b4bfca581738b5b06f465771703/-/horizon-files-prod/ed/picture/qxjpkm6z/fb83c5c29cf37402fa63bec194078b24015349bd.jpg
Venant,Jeep,2021,Automatique,Hann maristes,25000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ce9602dc2d182d2643b6d8105f59b96/-/horizon-files-prod/ed/picture/qzvpjk86/2d65cf4f05bac66e43bd72215b4cb37b357cce48.png
Venant,Hyundai,2016,Automatique,VDN,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/77dd2ce49919b7108003624e697a2d21/-/horizon-files-prod/ed/picture/qpdmj42q/6e58c56e42f4eb6f15e0b68119328505bb61c65d.jpg
Venant,Nissan,2017,Automatique,Sicap Sacré-cœur,8900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7420db3a70617bc1286259e655919575/-/horizon-files-prod/ed/picture/qj4qx0ww/0938004718209ac720eadf411142c0ea7408f4e2.jpg
Venant,Mercedes-Benz,2021,Automatique,Almadies,39000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2bee73927c16b29aa75aa21273b09817/-/horizon-files-prod/ed/picture/qxjpkg0m/e3e35d3cce9f1212549c0b9c65a599d6df88157e.jpg
D'occasion,Mitsubishi,2014,Manuelle,Rufisque,12000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f80c1ca0f86dda64fb4f664c33339a89/-/horizon-files-prod/ed/picture/qv4wk67w/12eb0554b308bcf7b77a75ba4fe973626c40b159.jpg
Venant,Infinity,2017,Automatique,Almadies,29000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2d562832fbd655e81628e232847c1e0/-/horizon-files-prod/ed/picture/qenvdvx4/baa804504376501024077874a365943593d2bed6.jpg
D'occasion,Peugeot,2020,Automatique,Ouest foire,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30b652ba7c30473a7c8f69680b7e4102/-/horizon-files-prod/ed/picture/qkr8xjrp/61eafffaf53368a589cbed4e721607ee1a227131.jpg
Neuf,Jeep,2017,Automatique,Almadies,7500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e780cd60353e9e663a3f3ddcb65ff1a4/-/horizon-files-prod/ed/picture/qpdmn58p/2d3455f214ec7252c6268cc47a2000258203c33f.jpg
D'occasion,Mitsubishi,2016,Automatique,Sicap baobab,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/347fb627ca4ddae48c2d347c412a51c3/-/horizon-files-prod/ed/picture/qv4wk77v/52a1baa782e6dadb4f96472f3a790419de248424.jpg
D'occasion,Toyota,2017,Automatique,Ouest foire,24000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ab7cab1aad3bb8a34f61425dc481cf7/-/horizon-files-prod/ed/picture/qrz8jdvn/104a15e3439ac49afd246f0f3ac0cc102f915e63.jpg
D'occasion,Toyota,2008,Manuelle,Sacré-cœur,3500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f8f6c9a1d837d3f6d7165c68cfb8169/-/horizon-files-prod/ed/picture/q0g7dgdm/a296119f4e12aef5a842b056e5b5537ea90fcf74.jpg
D'occasion,Volkswagen,2014,Automatique,Liberte 6 extension,1950000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a51a18a4f2a081689edc856c7ca3f33/-/horizon-files-prod/ed/picture/q78wxd7z/e26c4d3f2ad8332af68ec9ef162bf3d6c558e621.jpg
Neuf,Range Rover,2018,Automatique,Sacré-cœur,37000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb92ef01b35b96f26b1b35dd97211e6d/-/horizon-files-prod/ed/picture/qm5gn5dz/2d6b9b9db11d4cb2f8bf2fcb4b2628e632d3bd15.jpg
Venant,Hyundai,2016,Automatique,Hlm,11000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/57f9ce95847a6626f9843b6d81beea12/-/horizon-files-prod/ed/picture/q0g79w2z/c65ce7ee3949b80ae813e59461079ecb4a4d51bf.jpg
Venant,Hyundai,2016,Automatique,Mermoz,9200000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/160e7e2493338bf28036812bc3a5caeb/-/horizon-files-prod/ed/picture/qq42767w/222006957a15fdb77659fc2aff9bf6f3270c8e5f.jpg
Venant,Jeep,2017,Automatique,Mermoz,13000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/acb44dee000b5196c543c9a8e7fe4ef4/-/horizon-files-prod/ed/picture/qj4q48jg/604728e15575b409e35a241da5ca79689d5cbe61.jpg
Venant,Peugeot,2015,Manuelle,Point-e,6100000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4605fc26bc1aff6188e11999d13181d5/-/horizon-files-prod/ed/picture/qngpg9w9/caabf2f1e46e0854bcdcb9617ce7039096815954.jpg
Venant,Peugeot,2017,Manuelle,Point-e,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c931ab7c3e0b666a878ce8a35b765074/-/horizon-files-prod/ed/picture/qj4qx7p4/1785bcc0466773035629f2bb2554bed570eea6dd.jpg
Venant,Hyundai,2019,Automatique,Hann maristes,23500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba9f4f97adddaaec08690e2ab8e4670f/-/horizon-files-prod/ed/picture/q9mjg8z7/13a3aadf39cb60161fae288b6a90c989ed48ddf6.jpg
Venant,Jeep,2016,Automatique,Keur Massar,8750000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/90cdb2df06e24a8c0c4af3a72d7733c0/-/horizon-files-prod/ed/picture/q0g7dkxd/5cba0ca1571ca4c90376b8430592fbf815e74c93.jpg
D'occasion,Mercedes-Benz,2012,Automatique,Cité Damel,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/97d1b8c025330aaa127e0c05f80226cf/-/horizon-files-prod/ed/picture/qv4w96n2/ae06ef6afb9871f3536569dd50b48f3fc0468b61.jpg
D'occasion,BMW,2020,Automatique,Cité Damel,22000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/58ba258f118b4e2476317230ed0a19e0/-/horizon-files-prod/ed/picture/q0g7dkvd/91521eeeef76fb25a02b208e8c603186d88eea17.jpg
Venant,Mazda,2016,Automatique,Liberte 6,8450000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e5bdfe24fe3205cee49a268095df51c/-/horizon-files-prod/ed/picture/q8v49qw6/50edbfea6ae46559cf0c54a7d4011b47bad8e5e9.jpg
D'occasion,Toyota,2019,Automatique,Sicap foire,17000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/46132aa90f6bd455b4978bf7bc26658a/-/horizon-files-prod/ed/picture/qwepne5j/91dab2c8ef156974ac37e0f6dfeb2f84f725ea07.jpg
Venant,GMC,2016,Automatique,Virage,12500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a2da85a87ea0c37db20ea117dd3ee5b/-/horizon-files-prod/ed/picture/qv4wmvew/a7444a1b49ecafe38b75d209bdbd33410fb218d3.jpg
Venant,Ford,2015,Automatique,Almadies,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4ac5cbd5a9a2b68c8f7639c86a4a47e8/-/horizon-files-prod/ed/picture/q78wgpz8/9f0697106ef4064e51f0be679286da14d5ea7890.jpg
D'occasion,Toyota,2008,Manuelle,Rufisque,3900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d13517eafeb537807f782e56cf314193/-/horizon-files-prod/ed/picture/q6xd5rwj/65160496da3eb77295d4cb15b6c61a835af8a89d.jpg
D'occasion,Ford,2015,Automatique,Plateau,4700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ae538729cfe877394fc7e9e5dc4f8af/-/horizon-files-prod/ed/picture/qkr806dj/b8777848fd0083123cf604f747c1a24afc56228e.jpg
D'occasion,Toyota,2015,Automatique,Colobane,3900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f8ad054f03b7436f1bc7a7012ac2b80/-/horizon-files-prod/ed/picture/q78wggjd/d1d9156074a7f42bb48adfc5db963c9f6c8ce013.jpg
Venant,Hyundai,2017,Automatique,Mermoz,9250000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/04086913513a58fca2d906ec78baa1ae/-/horizon-files-prod/ed/picture/q8v49g84/86b64afb9f6f49d2f62cb1553557ef3973d313ad.jpg
Venant,Hyundai,2016,Automatique,Keur Massar,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49b5d7544171f58487298728bfe6e3dd/-/horizon-files-prod/ed/picture/qde7w440/22ceaba19ca8dab65785f327a4af11a822deca30.jpg
D'occasion,Hyundai,2015,Automatique,Colobane,5500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6adf4ef88fe3d0e2c44d13fe1ce641e9/-/horizon-files-prod/ed/picture/qwepwwr4/8e136dde0e2e7fd95d93b25f37a8ea6fa1140dd7.jpg
D'occasion,Citroen,2022,Automatique,Hann Bel-Air,11800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/14621da23411d7083c22fe70ca7367cb/-/horizon-files-prod/ed/picture/qxjpqq48/ba8fd687772a3a99e804fa3ed858e6e2bc30f577.png
Venant,Jeep,2017,Automatique,Almadies 2,6500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e725708554a2160b502db2e8e65fae58/-/horizon-files-prod/ed/picture/qv4wzk2p/0c5e6e63dff83b5b9c5a5735ae913836a9b5fbfb.jpg
Venant,Peugeot,2016,Manuelle,Parcelles Assainies,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c82995156ce6b4c754d6923a642ffe0b/-/horizon-files-prod/ed/picture/qv4wwq0x/c67db4288821bb180f3ac5550ed45f7c525ba057.jpg
D'occasion,Toyota,2011,Automatique,Ouakam,7000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/719fd97f7d207948c7c432ba7d1607a2/-/horizon-files-prod/ed/picture/qenvw7qx/9864d952f28e7531965ecce6e61a47a867b1715f.jpg
D'occasion,Jeep,2017,Automatique,Fass,10999999.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e9dbc560d93c356afafc88afab3028f/-/horizon-files-prod/ed/picture/qde7dxn2/6d30e4414b05d83434fd2f6700888dc82219405c.jpg
Neuf,Dodge,2020,Automatique,Grand-Dakar,1.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d76a05fb20f58c56c2c6b260fd2a1b55/-/horizon-files-prod/ed/picture/qkr86wjv/ca591dae5266c7449b46c4d2374b8f946932e46f.jpg
